id,name,position,team,pace,stamina,strength,short_passing,long_passing,vision,finishing,shot_power,dribbling,ball_control,tackling,interceptions,blocking,positioning,reflexes,handling,gk_positioning
904,Chris Führich,AT,Stuttgart,69,68,50,89,45,100,60,50,60,50,50,60,50,64,50,50,50
905,Shiō Fukuda,AT,Gladbach,81,70,50,80,50,50,60,50,60,50,50,50,50,50,50,50,50
906,Angelo Fulgini,AT,Lens,72,80,50,86,49,100,60,50,60,50,50,54,50,53,50,50,50
907,Niclas Füllkrug,AT,West Ham,84,68,50,74,50,71,60,50,60,50,50,50,50,55,50,50,50
908,Kyogo Furuhashi,AT,Rennes,92,85,50,25,50,50,60,50,60,50,50,50,50,50,50,50,50
909,Manuel Fuster,AT,Las Palmas,68,69,50,89,53,100,60,50,60,50,50,54,50,61,50,50,50
910,Matteo Gabbia,DF,Milan,66,69,50,94,67,56,50,50,50,50,60,72,60,100,50,50,50
911,Alessandro Gabrielloni,AT,Como,72,74,50,64,50,62,60,50,60,50,50,50,50,50,50,50,50
912,Gianluca Gaetano,AT,Cagliari,88,82,50,79,67,98,60,50,60,50,50,60,50,57,50,50,50
913,Roberto Gagliardini,MD,Monza,63,95,50,95,75,53,50,50,50,50,50,52,50,54,50,50,50
914,Cody Gakpo,AT,Liverpool,86,78,50,86,57,100,60,50,60,50,50,64,50,65,50,50,50
915,Javi Galán,DF,Atlético Madrid,70,78,50,91,63,77,50,50,50,50,60,64,60,76,50,50,50
916,Iñigo Ruiz de Galarreta,MD,Athletic Club,70,93,50,85,57,100,50,50,50,50,50,70,50,58,50,50,50
917,Conor Gallagher,MD,Atlético Madrid,68,91,50,92,41,74,50,50,50,50,50,74,50,68,50,50,50
918,Antonino Gallo,DF,Lecce,63,78,50,82,43,100,50,50,50,50,60,80,60,100,50,50,50
919,Gauthier Gallon,GK,Rennes,50,72,50,100,40,50,30,50,40,50,50,50,50,50,80,80,80
920,Cristian Gamboa,DF,Bochum,68,79,50,96,37,59,50,50,50,50,60,60,60,55,50,50,50
921,Idrissa Gana Gueye,MD,Everton,80,79,50,90,71,95,50,50,50,50,50,100,50,72,50,50,50
922,Ignatius Ganago,AT,Nantes,71,80,50,82,33,65,60,50,60,50,50,58,50,52,50,50,50
923,Silvère Ganvoula M'Boussy,AT,Monza,76,72,50,63,66,53,60,50,60,50,50,52,50,55,50,50,50
924,Facundo Garcés,DF,Alavés,76,87,50,50,50,50,50,50,50,50,60,60,60,54,50,50,50
925,Aleix García,MD,Leverkusen,80,87,50,94,68,100,50,50,50,50,50,60,50,67,50,50,50
926,Álvaro García,AT,Rayo Vallecano,72,75,50,76,36,100,60,50,60,50,50,70,50,81,50,50,50
927,Andrés García,MD,Aston Villa,78,76,50,92,50,56,50,50,50,50,50,50,50,58,50,50,50
928,Eric García,MD,Barcelona,63,80,50,90,86,59,50,50,50,50,50,66,50,71,50,50,50
929,Fran Garcia,DF,Real Madrid,75,70,50,94,66,83,50,50,50,50,60,80,60,89,50,50,50
930,Joan García,GK,Espanyol,41,75,50,98,47,50,30,50,40,50,50,50,50,64,80,80,80
931,Pablo Garcia,AT,Betis,76,68,50,100,50,50,60,50,60,50,50,50,50,50,50,50,50
932,Rubén García,AT,Osasuna,87,81,50,83,56,100,60,50,60,50,50,70,50,78,50,50,50
933,Ulisses Garcia,DF,Marseille,81,86,50,88,63,62,50,50,50,50,60,60,60,59,50,50,50
934,Alejandro Garnacho,AT,Manchester Utd,68,65,50,89,57,100,60,50,60,50,50,70,50,59,50,50,50
935,James Garner,MD,Everton,81,89,50,78,43,77,50,50,50,50,50,66,50,73,50,50,50
936,Yarek Gasiorowski,DF,Valencia,82,86,50,87,52,59,50,50,50,50,60,100,60,100,50,50,50
937,Federico Gatti,DF,Juventus,69,68,50,97,73,62,50,50,50,50,60,84,60,100,50,50,50
938,Gavi,MD,Barcelona,79,91,50,90,81,68,50,50,50,50,50,64,50,54,50,50,50
939,Paulo Gazzaniga,GK,Girona,62,65,50,100,49,50,30,50,40,50,50,50,50,59,80,80,80
940,Jean-Philippe Gbamin,MD,Nantes,78,76,50,80,50,50,50,50,50,50,50,56,50,52,50,50,50
941,Mory Gbane,MD,Reims,78,90,50,88,68,53,50,50,50,50,50,68,50,77,50,50,50
942,Yann Gboho,AT,Toulouse,91,70,50,82,62,100,60,50,60,50,50,58,50,54,50,50,50
943,David de Gea,GK,Fiorentina,51,73,50,100,52,56,30,50,40,50,50,50,50,57,80,80,80
944,Viggo Gebel,MD,RB Leipzig,82,87,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50
945,Lutsharel Geertruida,DF,RB Leipzig,70,81,50,91,65,74,50,50,50,50,60,78,60,95,50,50,50
946,Dennis Geiger,AT,Hoffenheim,90,82,50,91,64,68,60,50,60,50,50,54,50,55,50,50,50
947,Valentin Gendrey,DF,Lecce,71,76,50,90,55,56,50,50,50,50,60,60,60,51,50,50,50
948,Valentin Gendrey,DF,Hoffenheim,67,76,50,82,45,92,50,50,50,50,60,78,60,87,50,50,50
949,Denis Genreau,MD,Toulouse,74,77,50,91,50,65,50,50,50,50,50,56,50,54,50,50,50
950,Tyrique George,AT,Chelsea,69,85,50,93,50,59,60,50,60,50,50,50,50,50,50,50,50
951,Yannick Gerhardt,MD,Wolfsburg,68,84,50,77,42,53,50,50,50,50,50,76,50,82,50,50,50
952,Max Geschwill,DF,Holstein Kiel,70,80,50,84,50,80,50,50,50,50,60,100,60,97,50,50,50
953,Daniele Ghilardi,DF,Hellas Verona,58,86,50,89,48,56,50,50,50,50,60,80,60,100,50,50,50
954,Lautaro Gianetti,DF,Udinese,77,79,50,90,60,56,50,50,50,50,60,80,60,94,50,50,50
955,Dimitris Giannoulis,DF,Augsburg,59,75,50,85,46,100,50,50,50,50,60,100,60,100,50,50,50
956,Morgan Gibbs-White,MD,Nott'ham Forest,66,90,50,85,58,100,50,50,50,50,50,78,50,69,50,50,50
957,Samuel Gigot,DF,Lazio,74,88,50,91,66,50,50,50,50,50,60,62,60,68,50,50,50
958,Armin Gigovic,MD,Holstein Kiel,70,84,50,83,45,80,50,50,50,50,50,82,50,75,50,50,50
959,Bryan Gil,AT,Girona,70,67,50,90,44,100,60,50,60,50,50,70,50,59,50,50,50
960,Mario Gila,DF,Lazio,62,83,50,94,78,77,50,50,50,50,60,92,60,100,50,50,50
961,Billy Gilmour,MD,Brighton,68,95,50,94,57,50,50,50,50,50,50,50,50,51,50,50,50
962,Billy Gilmour,MD,Napoli,75,93,50,88,76,68,50,50,50,50,50,58,50,56,50,50,50
963,Benedikt Gimber,DF,Heidenheim,65,80,50,85,61,59,50,50,50,50,60,98,60,100,50,50,50
964,Santiago Giménez,AT,Milan,86,85,50,85,50,62,60,50,60,50,50,52,50,59,50,50,50
965,Gvidas Gineitis,MD,Torino,77,91,50,86,43,100,50,50,50,50,50,70,50,72,50,50,50
966,Matthias Ginter,DF,Freiburg,66,78,50,91,49,68,50,50,50,50,60,76,60,100,50,50,50
967,Jamie Gittens,AT,Dortmund,77,73,50,86,47,100,60,50,60,50,50,66,50,54,50,50,50
968,Serge Gnabry,AT,Bayern Munich,80,81,50,87,53,92,60,50,60,50,50,60,50,57,50,50,50
969,Ben Godfrey,DF,Ipswich Town,63,83,50,90,50,50,50,50,50,50,60,60,60,51,50,50,50
970,Ben Godfrey,DF,Atalanta,78,73,50,100,100,50,50,50,50,50,60,60,60,50,50,50,50
971,Martial Godo,AT,Fulham,78,78,50,66,50,50,60,50,60,50,50,52,50,50,50,50,50
972,Saba Goglichidze,DF,Empoli,71,75,50,86,51,56,50,50,50,50,60,100,60,100,50,50,50
973,Edoardo Goldaniga,DF,Como,72,81,50,94,51,59,50,50,50,50,60,94,60,100,50,50,50
974,Pierluigi Gollini,GK,Genoa,47,74,50,100,59,50,30,50,40,50,50,50,50,52,80,80,80
975,Aleksandr Golovin,AT,Monaco,79,73,50,83,59,100,60,50,60,50,50,70,50,56,50,50,50
976,André Gomes,MD,Lille,80,78,50,95,77,74,50,50,50,50,50,62,50,58,50,50,50
977,Angel Gomes,MD,Lille,75,94,50,85,63,92,50,50,50,50,50,50,50,52,50,50,50
978,João Gomes,MD,Wolves,81,88,50,89,62,100,50,50,50,50,50,90,50,79,50,50,50
979,Rodrigo Gomes,AT,Wolves,92,73,50,77,27,77,60,50,60,50,50,58,50,67,50,50,50
980,Toti Gomes,DF,Wolves,81,79,50,90,53,65,50,50,50,50,60,84,60,100,50,50,50
981,Carlos Gómez,AT,Rennes,81,81,50,86,40,65,60,50,60,50,50,54,50,52,50,50,50
982,Dani Gómez,AT,Valencia,74,71,50,88,50,53,60,50,60,50,50,54,50,54,50,50,50
983,Diego Gómez,MD,Brighton,81,83,50,86,50,56,50,50,50,50,50,56,50,53,50,50,50
984,Joe Gomez,DF,Liverpool,77,88,50,91,61,56,50,50,50,50,60,64,60,70,50,50,50
985,Moi Gómez,AT,Osasuna,82,83,50,90,58,80,60,50,60,50,50,60,50,55,50,50,50
986,Sergi Gómez,DF,Espanyol,68,70,50,92,56,50,50,50,50,50,60,64,60,86,50,50,50
987,Sergio Gómez,MD,Real Sociedad,85,76,50,90,46,100,50,50,50,50,50,80,50,72,50,50,50
988,Unai Gómez,AT,Athletic Club,80,79,50,77,50,74,60,50,60,50,50,54,50,58,50,50,50
989,Tidiam Gomis,MD,RB Leipzig,86,90,50,100,100,53,50,50,50,50,50,50,50,50,50,50,50
990,Fabio González,MD,Las Palmas,74,86,50,83,80,50,50,50,50,50,50,50,50,50,50,50,50
991,Nicolás González,MD,Manchester City,84,84,50,98,80,53,50,50,50,50,50,54,50,56,50,50,50
992,Nicolás González,AT,Juventus,86,73,50,81,50,80,60,50,60,50,50,60,50,65,50,50,50
993,Urko González,MD,Espanyol,79,95,50,83,85,53,50,50,50,50,50,56,50,58,50,50,50
994,Urko González,MD,Real Sociedad,73,77,50,63,100,50,50,50,50,50,50,50,50,50,50,50,50
995,Anthony Gordon,AT,Newcastle Utd,68,69,50,85,40,100,60,50,60,50,50,62,50,59,50,50,50
996,Leon Goretzka,MD,Bayern Munich,83,88,50,94,66,77,50,50,50,50,50,72,50,67,50,50,50
997,Mathieu Gorgelin,GK,Le Havre,45,64,50,100,54,50,30,50,40,50,50,50,50,54,80,80,80
998,Andoni Gorosabel,DF,Athletic Club,59,74,50,95,51,77,50,50,50,50,60,68,60,78,50,50,50
999,Robin Gosens,DF,Fiorentina,70,83,50,84,54,100,50,50,50,50,60,80,60,100,50,50,50
1000,Robin Gosens,DF,Union Berlin,62,86,50,76,25,53,50,50,50,50,60,60,60,52,50,50,50
1001,Mario Götze,AT,Eint Frankfurt,87,65,50,89,43,100,60,50,60,50,50,62,50,57,50,50,50
1002,Amine Gouiri,AT,Marseille,80,80,50,91,50,92,60,50,60,50,50,50,50,51,50,50,50
1003,Amine Gouiri,AT,Rennes,90,79,50,87,60,74,60,50,60,50,50,54,50,55,50,50,50
1004,Lucas Gourna-Douath,MD,Roma,68,93,50,95,100,53,50,50,50,50,50,50,50,51,50,50,50
1005,Jeffrey Gouweleeuw,DF,Augsburg,82,78,50,86,56,77,50,50,50,50,60,98,60,100,50,50,50
1006,Kamil Grabara,GK,Wolfsburg,48,75,50,100,43,56,30,50,40,50,50,50,50,58,80,80,80
1007,Jonathan Gradit,DF,Lens,74,68,50,89,52,68,50,50,50,50,60,94,60,100,50,50,50
1008,José Gragera,MD,Espanyol,81,95,50,85,70,53,50,50,50,50,50,60,50,63,50,50,50
1009,Samuel Grandsir,AT,Le Havre,86,82,50,71,40,59,60,50,60,50,50,50,50,50,50,50,50
1010,Alberto Grassi,MD,Empoli,86,92,50,82,45,65,50,50,50,50,50,90,50,79,50,50,50
1011,Ryan Gravenberch,MD,Liverpool,87,85,50,92,61,100,50,50,50,50,50,100,50,100,50,50,50
1012,Archie Gray,DF,Tottenham,69,86,50,92,62,53,50,50,50,50,60,66,60,87,50,50,50
1013,Jack Grealish,AT,Manchester City,91,84,50,93,61,100,60,50,60,50,50,54,50,54,50,50,50
1014,Jacob Greaves,DF,Ipswich Town,79,82,50,92,41,56,50,50,50,50,60,84,60,100,50,50,50
1015,Mason Greenwood,AT,Marseille,72,75,50,85,56,100,60,50,60,50,50,68,50,55,50,50,50
1016,Michael Gregoritsch,AT,Freiburg,92,83,50,65,83,62,60,50,60,50,50,50,50,57,50,50,50
1017,Dominik Greif,GK,Mallorca,49,68,50,100,47,50,30,50,40,50,50,50,50,55,80,80,80
1018,Antoine Griezmann,AT,Atlético Madrid,80,86,50,85,57,100,60,50,60,50,50,60,50,68,50,50,50
1019,Vincenzo Grifo,AT,Freiburg,70,70,50,90,45,100,60,50,60,50,50,56,50,62,50,50,50
1020,Florian Grillitsch,MD,Valladolid,77,83,50,86,65,68,50,50,50,50,50,54,50,54,50,50,50
1021,Florian Grillitsch,MD,Hoffenheim,67,76,50,92,68,65,50,50,50,50,50,66,50,68,50,50,50
1022,Álex Grimaldo,DF,Leverkusen,67,77,50,92,48,100,50,50,50,50,60,78,60,82,50,50,50
1023,Pascal Groß,MD,Dortmund,81,75,50,93,49,100,50,50,50,50,50,66,50,69,50,50,50
1024,Brajan Gruda,AT,Brighton,80,84,50,84,33,83,60,50,60,50,50,54,50,53,50,50,50
1025,Marco Grüll,AT,Werder Bremen,71,78,50,86,50,77,60,50,60,50,50,56,50,55,50,50,50
1026,Albert Grønbaek,AT,Southampton,76,68,50,81,50,53,60,50,60,50,50,50,50,51,50,50,50
1027,Albert Grønbaek,AT,Rennes,81,70,50,78,38,100,60,50,60,50,50,58,50,56,50,50,50
1028,Vicente Guaita,GK,Celta Vigo,50,71,50,99,51,50,30,50,40,50,50,50,50,66,80,80,80
1029,Sergi Guardiola,AT,Rayo Vallecano,69,80,50,77,60,65,60,50,60,50,50,52,50,52,50,50,50
1030,Nemanja Gudelj,MD,Sevilla,83,92,50,94,46,89,50,50,50,50,50,92,50,100,50,50,50
1031,Gabriel Gudmundsson,DF,Lille,70,68,50,88,56,92,50,50,50,50,60,74,60,82,50,50,50
1032,Gonçalo Guedes,AT,Wolves,88,65,50,83,44,83,60,50,60,50,50,60,50,53,50,50,50
1033,Axel Gueguin,AT,Montpellier,77,72,50,100,50,50,60,50,60,50,50,50,50,50,50,50,50
1034,Marc Guéhi,DF,Crystal Palace,72,87,50,90,55,77,50,50,50,50,60,92,60,100,50,50,50
1035,Mattéo Guendouzi,MD,Lazio,72,78,50,94,75,100,50,50,50,50,50,100,50,83,50,50,50
1036,Javier Guerra,MD,Valencia,85,86,50,86,51,100,50,50,50,50,50,72,50,79,50,50,50
1037,Raphaël Guerreiro,MD,Bayern Munich,73,91,50,94,48,100,50,50,50,50,50,68,50,62,50,50,50
1038,Evann Guessand,AT,Nice,79,81,50,81,52,100,60,50,60,50,50,70,50,63,50,50,50
1039,Ander Guevara,MD,Alavés,75,90,50,83,63,74,50,50,50,50,50,66,50,82,50,50,50
1040,Pape Gueye,AT,Villarreal,84,73,50,88,59,86,60,50,60,50,50,70,50,90,50,50,50
1041,Morgan Guilavogui,AT,St. Pauli,87,67,50,76,48,100,60,50,60,50,50,70,50,77,50,50,50
1042,Frederic Guilbert,DF,Lecce,66,86,50,87,56,86,50,50,50,50,60,100,60,100,50,50,50
1043,Luis Guilherme,AT,West Ham,69,69,50,93,75,56,60,50,60,50,50,54,50,51,50,50,50
1044,Hugo Guillamón,MD,Valencia,70,76,50,87,56,56,50,50,50,50,50,60,50,59,50,50,50
1045,Bruno Guimarães,MD,Newcastle Utd,72,79,50,90,58,100,50,50,50,50,50,98,50,81,50,50,50
1046,Carlos Guirao,MD,Betis,73,79,50,90,60,50,50,50,50,50,50,56,50,52,50,50,50
1047,Bahereba Guirassy,AT,Nantes,81,66,50,79,40,53,60,50,60,50,50,52,50,54,50,50,50
1048,Serhou Guirassy,AT,Dortmund,69,67,50,83,66,100,60,50,60,50,50,56,50,78,50,50,50
1049,Marc Guiu,AT,Chelsea,76,65,50,69,50,53,60,50,60,50,50,50,50,50,50,50,50
1050,Péter Gulácsi,GK,RB Leipzig,43,75,50,100,58,50,30,50,40,50,50,50,50,59,80,80,80
1051,Arda Güler,AT,Real Madrid,76,81,50,92,71,100,60,50,60,50,50,56,50,56,50,50,50
1052,Gerard Gumbau,MD,Rayo Vallecano,73,82,50,83,44,92,50,50,50,50,50,56,50,60,50,50,50
1053,Robert Gumny,DF,Augsburg,79,74,50,85,45,56,50,50,50,50,60,60,60,55,50,50,50
1054,İlkay Gündoğan,MD,Manchester City,65,80,50,94,56,100,50,50,50,50,50,74,50,67,50,50,50
1055,Christian Günter,DF,Freiburg,77,88,50,87,41,100,50,50,50,50,60,66,60,93,50,50,50
1056,Jon Guridi,AT,Alavés,79,68,50,80,69,86,60,50,60,50,50,70,50,58,50,50,50
1057,Gorka Guruzeta,AT,Athletic Club,71,69,50,80,50,86,60,50,60,50,50,60,50,65,50,50,50
1058,Malo Gusto,DF,Chelsea,75,69,50,93,61,92,50,50,50,50,60,86,60,88,50,50,50
1059,Miguel Gutiérrez,MD,Girona,64,91,50,92,61,100,50,50,50,50,50,76,50,75,50,50,50
1060,Albert Guðmundsson,AT,Fiorentina,77,78,50,92,41,74,60,50,60,50,50,60,50,55,50,50,50
1061,Joško Gvardiol,DF,Manchester City,82,85,50,93,67,100,50,50,50,50,60,100,60,100,50,50,50
1062,Emmanuel Gyasi,AT,Empoli,86,65,50,87,53,74,60,50,60,50,50,62,50,100,50,50,50
1063,Christian Gytkjær,AT,Venezia,86,71,50,61,75,59,60,50,60,50,50,50,50,54,50,50,50
1064,Erling Haaland,AT,Manchester City,90,85,50,69,66,100,60,50,60,50,50,58,50,72,50,50,50
1065,Nicolas Haas,MD,Empoli,82,87,50,82,55,56,50,50,50,50,50,58,50,56,50,50,50
1066,Janik Haberer,MD,Union Berlin,84,76,50,83,45,56,50,50,50,50,50,66,50,71,50,50,50
1067,Robin Hack,AT,Gladbach,79,84,50,89,53,92,60,50,60,50,50,62,50,73,50,50,50
1068,Saad El Haddad,MD,Venezia,71,84,50,100,100,53,50,50,50,50,50,50,50,50,50,50,50
1069,Munir El Haddadi,AT,Leganés,70,73,50,83,12,59,60,50,60,50,50,50,50,51,50,50,50
1070,Amadou Haidara,MD,RB Leipzig,73,82,50,87,50,62,50,50,50,50,50,84,50,100,50,50,50
1071,Massadio Haïdara,DF,Brest,76,75,50,92,32,59,50,50,50,50,60,76,60,100,50,50,50
1072,Antoine Hainaut,MD,Parma,63,87,50,82,45,62,50,50,50,50,50,74,50,87,50,50,50
1073,Mohamed Haj,MD,Parma,70,78,50,83,50,77,50,50,50,50,50,58,50,55,50,50,50
1074,Achraf Hakimi,DF,Paris S-G,90,86,50,93,64,100,50,50,50,50,60,100,60,63,50,50,50
1075,Lewis Hall,DF,Newcastle Utd,72,79,50,91,51,100,50,50,50,50,60,86,60,100,50,50,50
1076,Sébastien Haller,AT,Leganés,75,81,50,70,50,53,60,50,60,50,50,50,50,57,50,50,50
1077,Ali Al Hamadi,AT,Ipswich Town,90,65,50,87,50,56,60,50,60,50,50,50,50,52,50,50,50
1078,Andreas Hanche-Olsen,DF,Mainz 05,69,86,50,95,36,56,50,50,50,50,60,60,60,90,50,50,50
1079,Florent Hanin,DF,Angers,69,83,50,88,50,100,50,50,50,50,60,100,60,100,50,50,50
1080,Ridgeciano Haps,DF,Venezia,69,75,50,91,47,65,50,50,50,50,60,62,60,89,50,50,50
1081,Amine Harit,MD,Marseille,77,76,50,93,42,98,50,50,50,50,50,56,50,51,50,50,50
1082,Marcus Harness,MD,Ipswich Town,68,76,50,81,50,50,50,50,50,50,50,50,50,51,50,50,50
1083,Phil Harres,AT,Holstein Kiel,79,74,50,60,75,74,60,50,60,50,50,58,50,62,50,50,50
1084,Jack Harrison,AT,Everton,87,82,50,84,34,100,60,50,60,50,50,62,50,73,50,50,50
1085,Abdou Harroui,AT,Hellas Verona,90,82,50,90,40,62,60,50,60,50,50,54,50,55,50,50,50
1086,Taylor Harwood-Bellis,DF,Southampton,81,79,50,93,63,83,50,50,50,50,60,100,60,100,50,50,50
1087,Hans Hateboer,DF,Rennes,72,88,50,91,64,92,50,50,50,50,60,100,60,100,50,50,50
1088,Kjetil Haug,GK,Toulouse,46,74,50,100,35,50,30,50,40,50,50,50,50,53,80,80,80
1089,Kai Havertz,AT,Arsenal,85,70,50,84,45,98,60,50,60,50,50,62,50,81,50,50,50
1090,Jan Paul van Hecke,DF,Brighton,77,76,50,93,67,86,50,50,50,50,60,92,60,100,50,50,50
1091,Hwang Hee-chan,AT,Wolves,72,66,50,86,80,59,60,50,60,50,50,54,50,61,50,50,50
1092,Dean Henderson,GK,Crystal Palace,45,74,50,100,29,53,30,50,40,50,50,50,50,68,80,80,80
1093,Liam Henderson,MD,Empoli,67,79,50,81,40,100,50,50,50,50,50,74,50,82,50,50,50
1094,Ramon Hendriks,DF,Stuttgart,71,70,50,93,42,62,50,50,50,50,60,76,60,90,50,50,50
1095,Paul Hennrich,MD,Hoffenheim,63,86,50,100,50,50,50,50,50,50,50,50,50,50,50,50,50
1096,Benjamin Henrichs,DF,RB Leipzig,68,78,50,87,38,83,50,50,50,50,60,80,60,83,50,50,50
1097,Luis Henrique,AT,Marseille,92,69,50,88,55,100,60,50,60,50,50,60,50,76,50,50,50
1098,Rico Henry,DF,Brentford,63,87,50,33,50,50,50,50,50,50,60,60,60,50,50,50,50
1099,Mads Hermansen,GK,Leicester City,54,74,50,98,33,50,30,50,40,50,50,50,50,59,80,80,80
1100,Mario Hermoso,DF,Roma,59,73,50,90,78,50,50,50,50,50,60,60,60,63,50,50,50
1101,Mario Hermoso,DF,Leverkusen,76,78,50,93,47,56,50,50,50,50,60,68,60,65,50,50,50
1102,Javi Hernández,DF,Leganés,63,81,50,84,34,86,50,50,50,50,60,88,60,100,50,50,50
1103,Aridane Hernández,DF,Rayo Vallecano,73,69,50,87,63,50,50,50,50,50,60,60,60,71,50,50,50
1104,Lucas Hernández,DF,Paris S-G,79,86,50,94,57,50,50,50,50,50,60,60,60,68,50,50,50
1105,Theo Hernández,DF,Milan,88,87,50,93,47,100,50,50,50,50,60,78,60,100,50,50,50
1106,Hernani,MD,Parma,74,90,50,84,59,100,50,50,50,50,50,82,50,58,50,50,50
1107,Jorge Herrando,DF,Osasuna,75,75,50,89,38,50,50,50,50,50,60,60,60,86,50,50,50
1108,Ander Herrera,MD,Athletic Club,70,84,50,93,76,56,50,50,50,50,50,54,50,60,50,50,50
1109,Sergio Herrera,GK,Osasuna,57,63,50,98,52,50,30,50,40,50,50,50,50,72,80,80,80
1110,Yangel Herrera,MD,Girona,85,78,50,90,52,89,50,50,50,50,50,98,50,84,50,50,50
1111,Juan Herzog,DF,Las Palmas,63,76,50,89,62,50,50,50,50,50,60,66,60,93,50,50,50
1112,Son Heung-min,AT,Tottenham,68,67,50,90,50,100,60,50,60,50,50,58,50,66,50,50,50
1113,Isak Hien,DF,Atalanta,58,87,50,89,84,53,50,50,50,50,60,90,60,100,50,50,50
1114,Omar El Hilali,DF,Espanyol,66,82,50,87,53,68,50,50,50,50,60,100,60,100,50,50,50
1115,James Hill,DF,Bournemouth,82,77,50,73,36,56,50,50,50,50,60,64,60,69,50,50,50
1116,Piero Hincapié,DF,Leverkusen,67,78,50,93,59,83,50,50,50,50,60,100,60,100,50,50,50
1117,Jack Hinshelwood,MD,Brighton,70,76,50,92,52,71,50,50,50,50,50,64,50,79,50,50,50
1118,George Hirst,AT,Ipswich Town,78,69,50,63,50,59,60,50,60,50,50,52,50,55,50,50,50
1119,Adam Hložek,AT,Hoffenheim,70,80,50,74,45,92,60,50,60,50,50,58,50,68,50,50,50
1120,Ki-Jana Hoever,DF,Auxerre,79,79,50,81,54,92,50,50,50,50,60,80,60,95,50,50,50
1121,Nicolas Höfler,MD,Freiburg,77,82,50,88,80,59,50,50,50,50,50,76,50,78,50,50,50
1122,Jonas Hofmann,MD,Leverkusen,85,86,50,91,50,62,50,50,50,50,50,50,50,52,50,50,50
1123,Philipp Hofmann,AT,Bochum,70,81,50,71,47,100,60,50,60,50,50,58,50,76,50,50,50
1124,Lucas Höler,AT,Freiburg,73,80,50,75,20,98,60,50,60,50,50,62,50,70,50,50,50
1125,Mason Holgate,AT,Everton,91,69,50,50,100,50,60,50,60,50,50,50,50,50,50,50,50
1126,Benedict Hollerbach,AT,Union Berlin,83,78,50,81,48,100,60,50,60,50,50,54,50,59,50,50,50
1127,Emil Holm,DF,Bologna,66,80,50,87,57,71,50,50,50,50,60,66,60,88,50,50,50
1128,Lewis Holtby,MD,Holstein Kiel,72,76,50,89,47,100,50,50,50,50,50,90,50,76,50,50,50
1129,Gerrit Holtmann,AT,Bochum,79,80,50,84,42,86,60,50,60,50,50,70,50,61,50,50,50
1130,Franck Honorat,AT,Gladbach,79,80,50,83,41,100,60,50,60,50,50,58,50,71,50,50,50
1131,Mathias Honsak,AT,Heidenheim,75,85,50,77,50,80,60,50,60,50,50,62,50,76,50,50,50
1132,Dinko Horkaš,GK,Las Palmas,56,70,50,100,58,50,30,50,40,50,50,50,50,52,80,80,80
1133,Timo Horn,GK,Bochum,57,75,50,100,46,50,30,50,40,50,50,50,50,52,80,80,80
1134,Cédric Hountondji,DF,Angers,82,85,50,83,50,50,50,50,50,50,60,60,60,64,50,50,50
1135,Ilyes Housni,AT,Le Havre,74,80,50,70,50,56,60,50,60,50,50,52,50,52,50,50,50
1136,Lukáš Hrádecký,GK,Leverkusen,49,73,50,100,51,50,30,50,40,50,50,50,50,55,80,80,80
1137,Robin Hranáč,DF,Hoffenheim,59,70,50,89,52,50,50,50,50,50,60,60,60,59,50,50,50
1138,Callum Hudson-Odoi,AT,Nott'ham Forest,80,65,50,92,48,100,60,50,60,50,50,70,50,60,50,50,50
1139,Will Hughes,MD,Crystal Palace,80,87,50,88,40,100,50,50,50,50,50,82,50,68,50,50,50
1140,Dean Huijsen,DF,Bournemouth,67,87,50,88,63,83,50,50,50,50,60,100,60,100,50,50,50
1141,Mats Hummels,DF,Roma,59,80,50,93,70,53,50,50,50,50,60,86,60,78,50,50,50
1142,Omari Hutchinson,AT,Ipswich Town,81,65,50,87,55,100,60,50,60,50,50,70,50,63,50,50,50
1143,Elseid Hysaj,DF,Lazio,81,74,50,89,75,65,50,50,50,50,60,60,60,61,50,50,50
1144,Hong Hyunseok,MD,Mainz 05,63,89,50,84,44,59,50,50,50,50,50,64,50,57,50,50,50
1145,Pierre Højbjerg,MD,Marseille,81,88,50,95,66,100,50,50,50,50,50,100,50,79,50,50,50
1146,Oscar Højlund,MD,Eint Frankfurt,69,88,50,96,63,62,50,50,50,50,50,58,50,55,50,50,50
1147,Rasmus Højlund,AT,Manchester Utd,77,68,50,84,75,86,60,50,60,50,50,52,50,53,50,50,50
1148,Pablo Ibáñez,MD,Osasuna,86,78,50,83,57,62,50,50,50,50,50,74,50,65,50,50,50
1149,Hafiz Ibrahim,AT,Reims,82,74,50,50,50,50,60,50,60,50,50,50,50,50,50,50,50
1150,Arijon Ibrahimović,AT,Bayern Munich,75,69,50,100,50,50,60,50,60,50,50,50,50,50,50,50,50
1151,Stanis Idumbo,AT,Sevilla,75,66,50,85,66,65,60,50,60,50,50,58,50,51,50,50,50
1152,Jay Idzes,DF,Venezia,76,83,50,90,51,65,50,50,50,50,60,90,60,100,50,50,50
1153,Iglesias,DF,Getafe,81,76,50,74,34,100,50,50,50,50,60,100,60,100,50,50,50
1154,Borja Iglesias,AT,Celta Vigo,70,73,50,81,72,86,60,50,60,50,50,58,50,56,50,50,50
1155,Igor,DF,Brighton,59,71,50,96,71,53,50,50,50,50,60,60,60,89,50,50,50
1156,Kelechi Iheanacho,AT,Sevilla,70,79,50,81,80,65,60,50,60,50,50,50,50,51,50,50,50
